id,concept:name,time:timestamp
14,Underraiter check,2019-09-21 13:06:02.609229
14,Client accepted by underwriter,2019-09-21 13:06:02.609229
14,Client accepted,2019-09-22 13:06:02.609229
14,Answer done,2019-09-23 13:06:02.609229
15,Client in case,2019-09-18 13:06:02.624781
15,Cred story in check,2019-09-19 13:06:02.624781
15,Client accepted by story,2019-09-20 13:06:02.624781
15,Underraiter check,2019-09-21 13:06:02.624781
15,Client accepted by underwriter,2019-09-21 13:06:02.624781
15,Client accepted,2019-09-22 13:06:02.624781
15,Answer done,2019-09-23 13:06:02.624781
16,Client in case,2019-09-18 13:06:02.640435
16,Cred story in check,2019-09-19 13:06:02.640435
16,Client accepted by story,2019-09-20 13:06:02.640435
16,Underraiter check,2019-09-21 13:06:02.640435
16,Client accepted by underwriter,2019-09-21 13:06:02.640435
16,Client accepted,2019-09-22 13:06:02.640435
16,Answer done,2019-09-23 13:06:02.640435
17,Client in case,2019-09-18 13:06:02.656376
17,Cred story in check,2019-09-19 13:06:02.656376
17,Client accepted by story,2019-09-20 13:06:02.656376
17,Underraiter check,2019-09-21 13:06:02.656376
17,Client accepted by underwriter,2019-09-21 13:06:02.656376
17,Client accepted,2019-09-22 13:06:02.656376
17,Answer done,2019-09-23 13:06:02.656376
18,Client in case,2019-09-18 13:06:02.672030
18,Cred story in check,2019-09-19 13:06:02.672030
18,Client accepted by story,2019-09-20 13:06:02.672030
18,Underraiter check,2019-09-21 13:06:02.672030
18,Client accepted by underwriter,2019-09-21 13:06:02.672030
18,Client accepted,2019-09-22 13:06:02.672030
18,Answer done,2019-09-23 13:06:02.672030
19,Client in case,2019-09-18 13:06:02.687627
19,Cred story in check,2019-09-19 13:06:02.687627
19,Client accepted by story,2019-09-20 13:06:02.687627
19,Underraiter check,2019-09-21 13:06:02.687627
19,Client accepted by underwriter,2019-09-21 13:06:02.687627
19,Client accepted,2019-09-22 13:06:02.687627
19,Answer done,2019-09-23 13:06:02.687627
20,Client in case,2019-09-18 13:06:02.703387
20,Cred story in check,2019-09-19 13:06:02.703387
20,Client accepted by story,2019-09-20 13:06:02.703387
20,Underraiter check,2019-09-21 13:06:02.703387
20,Client rejected by underwriter,2019-09-21 13:06:02.703387
20,Client rejected,2019-09-22 13:06:02.703387
20,Answer done,2019-09-23 13:06:02.703387
21,Client in case,2019-09-18 13:06:02.718920
21,Cred story in check,2019-09-19 13:06:02.718920
21,Client accepted by story,2019-09-20 13:06:02.718920
21,Underraiter check,2019-09-21 13:06:02.718920
21,Client accepted by underwriter,2019-09-21 13:06:02.718920
21,Client accepted,2019-09-22 13:06:02.718920
21,Answer done,2019-09-23 13:06:02.718920
22,Client in case,2019-09-18 13:06:02.734389
22,Cred story in check,2019-09-19 13:06:02.734389
22,Client accepted by story,2019-09-20 13:06:02.734389
22,Underraiter check,2019-09-21 13:06:02.734389
22,Client accepted by underwriter,2019-09-21 13:06:02.734389
22,Client accepted,2019-09-22 13:06:02.734389
22,Answer done,2019-09-23 13:06:02.734389
23,Client in case,2019-09-18 13:06:02.751374
23,Cred story in check,2019-09-19 13:06:02.751374
23,Client accepted by story,2019-09-20 13:06:02.751374
23,Underraiter check,2019-09-21 13:06:02.751374
23,Client accepted by underwriter,2019-09-21 13:06:02.751374
23,Client accepted,2019-09-22 13:06:02.751374
23,Answer done,2019-09-23 13:06:02.751374
24,Client in case,2019-09-18 13:06:02.767083
24,Cred story in check,2019-09-19 13:06:02.767083
24,Client accepted by story,2019-09-20 13:06:02.767083
24,Underraiter check,2019-09-21 13:06:02.767083
24,Client accepted by underwriter,2019-09-21 13:06:02.767083
24,Client accepted,2019-09-22 13:06:02.767083
24,Answer done,2019-09-23 13:06:02.767083
25,Client in case,2019-09-18 13:06:02.782766
25,Cred story in check,2019-09-19 13:06:02.782766
25,Client accepted by story,2019-09-20 13:06:02.782766
25,Underraiter check,2019-09-21 13:06:02.782766
25,Client accepted by underwriter,2019-09-21 13:06:02.782766
25,Client accepted,2019-09-22 13:06:02.782766
25,Answer done,2019-09-23 13:06:02.782766
26,Client in case,2019-09-18 13:06:02.798426
26,Cred story in check,2019-09-19 13:06:02.798426
26,Client accepted by story,2019-09-20 13:06:02.798426
26,Underraiter check,2019-09-21 13:06:02.798426
26,Client accepted by underwriter,2019-09-21 13:06:02.798426
26,Client accepted,2019-09-22 13:06:02.798426
26,Answer done,2019-09-23 13:06:02.798426
27,Client in case,2019-09-18 13:06:02.814062
27,Cred story in check,2019-09-19 13:06:02.814062
27,Client accepted by story,2019-09-20 13:06:02.814062
27,Underraiter check,2019-09-21 13:06:02.814062
27,Client accepted by underwriter,2019-09-21 13:06:02.814062
27,Client accepted,2019-09-22 13:06:02.814062
27,Answer done,2019-09-23 13:06:02.814062
28,Client in case,2019-09-18 13:06:02.829807
28,Cred story in check,2019-09-19 13:06:02.829807
28,Client accepted by story,2019-09-20 13:06:02.829807
28,Underraiter check,2019-09-21 13:06:02.829807
28,Client accepted by underwriter,2019-09-21 13:06:02.829807
28,Client accepted,2019-09-22 13:06:02.829807
28,Answer done,2019-09-23 13:06:02.829807
29,Client in case,2019-09-18 13:06:02.847482
29,Cred story in check,2019-09-19 13:06:02.847482
29,Client accepted by story,2019-09-20 13:06:02.847482
29,Underraiter check,2019-09-21 13:06:02.847482
29,Client accepted by underwriter,2019-09-21 13:06:02.847482
29,Client accepted,2019-09-22 13:06:02.847482
29,Answer done,2019-09-23 13:06:02.847482
30,Client in case,2019-09-18 13:06:02.864629
30,Cred story in check,2019-09-19 13:06:02.864629
30,Client accepted by story,2019-09-20 13:06:02.864629
30,Underraiter check,2019-09-21 13:06:02.864629
30,Client accepted by underwriter,2019-09-21 13:06:02.864629
30,Client accepted,2019-09-22 13:06:02.864629
30,Answer done,2019-09-23 13:06:02.864629
31,Client in case,2019-09-18 13:06:02.880754
31,Cred story in check,2019-09-19 13:06:02.880754
31,Client rejected by story,2019-09-20 13:06:02.880754
31,Client rejected,2019-09-22 13:06:02.880754
31,Answer done,2019-09-23 13:06:02.880754
32,Client in case,2019-09-18 13:06:02.894911
32,Cred story in check,2019-09-19 13:06:02.894911
32,Client accepted by story,2019-09-20 13:06:02.894911
32,Underraiter check,2019-09-21 13:06:02.894911
32,Client accepted by underwriter,2019-09-21 13:06:02.894911
32,Client accepted,2019-09-22 13:06:02.894911
32,Answer done,2019-09-23 13:06:02.894911
33,Client in case,2019-09-18 13:06:02.911384
33,Cred story in check,2019-09-19 13:06:02.911384
33,Client accepted by story,2019-09-20 13:06:02.911384
33,Underraiter check,2019-09-21 13:06:02.911384
33,Client accepted by underwriter,2019-09-21 13:06:02.911384
33,Client accepted,2019-09-22 13:06:02.911384
33,Answer done,2019-09-23 13:06:02.911384
34,Client in case,2019-09-18 13:06:02.929945
34,Cred story in check,2019-09-19 13:06:02.929945
34,Client accepted by story,2019-09-20 13:06:02.929945
34,Underraiter check,2019-09-21 13:06:02.929945
34,Client rejected by underwriter,2019-09-21 13:06:02.929945
34,Client rejected,2019-09-22 13:06:02.929945
34,Answer done,2019-09-23 13:06:02.929945
35,Client in case,2019-09-18 13:06:02.946877
35,Cred story in check,2019-09-19 13:06:02.946877
35,Client accepted by story,2019-09-20 13:06:02.946877
35,Underraiter check,2019-09-21 13:06:02.946877
35,Client accepted by underwriter,2019-09-21 13:06:02.946877
35,Client accepted,2019-09-22 13:06:02.946877
35,Answer done,2019-09-23 13:06:02.946877
36,Client in case,2019-09-18 13:06:02.964461
36,Cred story in check,2019-09-19 13:06:02.964461
36,Client accepted by story,2019-09-20 13:06:02.964461
36,Underraiter check,2019-09-21 13:06:02.964461
36,Client accepted by underwriter,2019-09-21 13:06:02.964461
36,Client accepted,2019-09-22 13:06:02.964461
36,Answer done,2019-09-23 13:06:02.964461
37,Client in case,2019-09-18 13:06:02.981565
37,Cred story in check,2019-09-19 13:06:02.981565
37,Client accepted by story,2019-09-20 13:06:02.981565
37,Underraiter check,2019-09-21 13:06:02.981565
37,Client accepted by underwriter,2019-09-21 13:06:02.981565
37,Client accepted,2019-09-22 13:06:02.981565
37,Answer done,2019-09-23 13:06:02.981565
38,Client in case,2019-09-18 13:06:03.001924
38,Cred story in check,2019-09-19 13:06:03.001924
38,Client accepted by story,2019-09-20 13:06:03.001924
38,Underraiter check,2019-09-21 13:06:03.001924
38,Client accepted by underwriter,2019-09-21 13:06:03.001924
38,Client accepted,2019-09-22 13:06:03.001924
38,Answer done,2019-09-23 13:06:03.001924
39,Client in case,2019-09-18 13:06:03.018110
39,Cred story in check,2019-09-19 13:06:03.018110
39,Client accepted by story,2019-09-20 13:06:03.018110
39,Underraiter check,2019-09-21 13:06:03.018110
39,Client rejected by underwriter,2019-09-21 13:06:03.018110
39,Client rejected,2019-09-22 13:06:03.018110
39,Answer done,2019-09-23 13:06:03.018110
40,Client in case,2019-09-18 13:06:03.034130
40,Cred story in check,2019-09-19 13:06:03.034130
40,Client accepted by story,2019-09-20 13:06:03.034130
40,Underraiter check,2019-09-21 13:06:03.034130
40,Client rejected by underwriter,2019-09-21 13:06:03.034130
40,Client rejected,2019-09-22 13:06:03.034130
40,Answer done,2019-09-23 13:06:03.034130
41,Client in case,2019-09-18 13:06:03.050347
41,Cred story in check,2019-09-19 13:06:03.050347
41,Client accepted by story,2019-09-20 13:06:03.050347
41,Underraiter check,2019-09-21 13:06:03.050347
41,Client accepted by underwriter,2019-09-21 13:06:03.050347
41,Client accepted,2019-09-22 13:06:03.050347
41,Answer done,2019-09-23 13:06:03.050347
42,Client in case,2019-09-18 13:06:03.067401
42,Cred story in check,2019-09-19 13:06:03.067401
42,Client accepted by story,2019-09-20 13:06:03.067401
42,Underraiter check,2019-09-21 13:06:03.067401
42,Client accepted by underwriter,2019-09-21 13:06:03.067401
42,Client accepted,2019-09-22 13:06:03.067401
42,Answer done,2019-09-23 13:06:03.067401
43,Client in case,2019-09-18 13:06:03.088247
43,Cred story in check,2019-09-19 13:06:03.088247
43,Client accepted by story,2019-09-20 13:06:03.088247
43,Underraiter check,2019-09-21 13:06:03.088247
43,Client rejected by underwriter,2019-09-21 13:06:03.088247
43,Client rejected,2019-09-22 13:06:03.088247
43,Answer done,2019-09-23 13:06:03.088247
44,Client in case,2019-09-18 13:06:03.105096
44,Cred story in check,2019-09-19 13:06:03.105096
44,Client accepted by story,2019-09-20 13:06:03.105096
44,Underraiter check,2019-09-21 13:06:03.105096
44,Client accepted by underwriter,2019-09-21 13:06:03.105096
44,Client accepted,2019-09-22 13:06:03.105096
44,Answer done,2019-09-23 13:06:03.105096
45,Client in case,2019-09-18 13:06:03.121045
45,Cred story in check,2019-09-19 13:06:03.121045
45,Client accepted by story,2019-09-20 13:06:03.121045
45,Underraiter check,2019-09-21 13:06:03.121045
45,Client rejected by underwriter,2019-09-21 13:06:03.121045
45,Client rejected,2019-09-22 13:06:03.121045
45,Answer done,2019-09-23 13:06:03.121045
46,Client in case,2019-09-18 13:06:03.141546
46,Cred story in check,2019-09-19 13:06:03.141546
46,Client accepted by story,2019-09-20 13:06:03.141546
46,Underraiter check,2019-09-21 13:06:03.141546
46,Client rejected by underwriter,2019-09-21 13:06:03.141546
46,Client rejected,2019-09-22 13:06:03.141546
46,Answer done,2019-09-23 13:06:03.141546
47,Client in case,2019-09-18 13:06:03.158890
47,Cred story in check,2019-09-19 13:06:03.158890
47,Client accepted by story,2019-09-20 13:06:03.158890
47,Underraiter check,2019-09-21 13:06:03.158890
47,Client accepted by underwriter,2019-09-21 13:06:03.158890
47,Client accepted,2019-09-22 13:06:03.158890
47,Answer done,2019-09-23 13:06:03.158890
48,Client in case,2019-09-18 13:06:03.174898
48,Cred story in check,2019-09-19 13:06:03.174898
48,Client accepted by story,2019-09-20 13:06:03.174898
48,Underraiter check,2019-09-21 13:06:03.174898
48,Client accepted by underwriter,2019-09-21 13:06:03.174898
48,Client accepted,2019-09-22 13:06:03.174898
48,Answer done,2019-09-23 13:06:03.174898
49,Client in case,2019-09-18 13:06:03.191132
49,Cred story in check,2019-09-19 13:06:03.191132
49,Client accepted by story,2019-09-20 13:06:03.191132
49,Underraiter check,2019-09-21 13:06:03.191132
49,Client rejected by underwriter,2019-09-21 13:06:03.191132
49,Client rejected,2019-09-22 13:06:03.191132
49,Answer done,2019-09-23 13:06:03.191132
50,Client in case,2019-09-18 13:06:03.206984
50,Cred story in check,2019-09-19 13:06:03.206984
50,Client rejected by story,2019-09-20 13:06:03.206984
50,Client rejected,2019-09-22 13:06:03.206984
50,Answer done,2019-09-23 13:06:03.206984
51,Client in case,2019-09-18 13:06:03.220012
51,Cred story in check,2019-09-19 13:06:03.220012
51,Client accepted by story,2019-09-20 13:06:03.220012
51,Underraiter check,2019-09-21 13:06:03.220012
51,Client accepted by underwriter,2019-09-21 13:06:03.220012
51,Something wrong on stage RESOLUTION,2019-09-21 13:06:03.220012
51,Client accepted,2019-09-22 13:06:03.220012
51,Answer done,2019-09-23 13:06:03.220012
52,Client in case,2019-09-18 13:06:03.239739
52,Cred story in check,2019-09-19 13:06:03.239739
52,Client accepted by story,2019-09-20 13:06:03.239739
52,Underraiter check,2019-09-21 13:06:03.239739
52,Client accepted by underwriter,2019-09-21 13:06:03.239739
52,Client accepted,2019-09-22 13:06:03.239739
52,Answer done,2019-09-23 13:06:03.239739
53,Client in case,2019-09-18 13:06:03.255796
53,Cred story in check,2019-09-19 13:06:03.255796
53,Client accepted by story,2019-09-20 13:06:03.255796
53,Underraiter check,2019-09-21 13:06:03.255796
53,Client accepted by underwriter,2019-09-21 13:06:03.255796
53,Client accepted,2019-09-22 13:06:03.255796
53,Answer done,2019-09-23 13:06:03.255796
54,Client in case,2019-09-18 13:06:03.271711
54,Cred story in check,2019-09-19 13:06:03.271711
54,Client accepted by story,2019-09-20 13:06:03.271711
54,Underraiter check,2019-09-21 13:06:03.271711
54,Client accepted by underwriter,2019-09-21 13:06:03.271711
54,Client accepted,2019-09-22 13:06:03.271711
54,Answer done,2019-09-23 13:06:03.271711
55,Client in case,2019-09-18 13:06:03.290903
55,Cred story in check,2019-09-19 13:06:03.290903
55,Client accepted by story,2019-09-20 13:06:03.290903
55,Underraiter check,2019-09-21 13:06:03.290903
55,Client accepted by underwriter,2019-09-21 13:06:03.290903
55,Client accepted,2019-09-22 13:06:03.290903
55,Answer done,2019-09-23 13:06:03.290903
56,Client in case,2019-09-18 13:06:03.307075
56,Cred story in check,2019-09-19 13:06:03.307075
56,Client accepted by story,2019-09-20 13:06:03.307075
56,Underraiter check,2019-09-21 13:06:03.307075
56,Client accepted by underwriter,2019-09-21 13:06:03.307075
56,Client accepted,2019-09-22 13:06:03.307075
56,Answer done,2019-09-23 13:06:03.307075
57,Client in case,2019-09-18 13:06:03.323122
57,Cred story in check,2019-09-19 13:06:03.323122
57,Client accepted by story,2019-09-20 13:06:03.323122
57,Underraiter check,2019-09-21 13:06:03.323122
57,Client accepted by underwriter,2019-09-21 13:06:03.323122
57,Client accepted,2019-09-22 13:06:03.323122
57,Answer done,2019-09-23 13:06:03.323122
58,Client in case,2019-09-18 13:06:03.342674
58,Cred story in check,2019-09-19 13:06:03.342674
58,Client accepted by story,2019-09-20 13:06:03.342674
58,Underraiter check,2019-09-21 13:06:03.342674
58,Client accepted by underwriter,2019-09-21 13:06:03.342674
58,Client accepted,2019-09-22 13:06:03.342674
58,Answer done,2019-09-23 13:06:03.342674
59,Client in case,2019-09-18 13:06:03.358924
59,Cred story in check,2019-09-19 13:06:03.358924
59,Client accepted by story,2019-09-20 13:06:03.358924
59,Underraiter check,2019-09-21 13:06:03.358924
59,Client accepted by underwriter,2019-09-21 13:06:03.358924
59,Client accepted,2019-09-22 13:06:03.358924
59,Answer done,2019-09-23 13:06:03.358924
60,Client in case,2019-09-18 13:06:03.378858
60,Cred story in check,2019-09-19 13:06:03.378858
60,Client accepted by story,2019-09-20 13:06:03.378858
60,Underraiter check,2019-09-21 13:06:03.378858
60,Client accepted by underwriter,2019-09-21 13:06:03.378858
60,Client accepted,2019-09-22 13:06:03.378858
60,Answer done,2019-09-23 13:06:03.378858
61,Client in case,2019-09-18 13:06:03.398202
61,Cred story in check,2019-09-19 13:06:03.398202
61,Client accepted by story,2019-09-20 13:06:03.398202
61,Underraiter check,2019-09-21 13:06:03.398202
61,Client accepted by underwriter,2019-09-21 13:06:03.398202
61,Client accepted,2019-09-22 13:06:03.398202
61,Answer done,2019-09-23 13:06:03.398202
62,Client in case,2019-09-18 13:06:03.418351
62,Cred story in check,2019-09-19 13:06:03.418351
62,Client accepted by story,2019-09-20 13:06:03.418351
62,Underraiter check,2019-09-21 13:06:03.418351
62,Client accepted by underwriter,2019-09-21 13:06:03.418351
62,Client accepted,2019-09-22 13:06:03.418351
62,Answer done,2019-09-23 13:06:03.418351
63,Client in case,2019-09-18 13:06:03.436070
63,Cred story in check,2019-09-19 13:06:03.436070
63,Client accepted by story,2019-09-20 13:06:03.436070
63,Underraiter check,2019-09-21 13:06:03.436070
63,Client accepted by underwriter,2019-09-21 13:06:03.436070
63,Client accepted,2019-09-22 13:06:03.436070
63,Answer done,2019-09-23 13:06:03.436070
64,Client in case,2019-09-18 13:06:03.454444
64,Cred story in check,2019-09-19 13:06:03.454444
64,Client rejected by story,2019-09-20 13:06:03.454444
64,Client rejected,2019-09-22 13:06:03.454444
64,Answer done,2019-09-23 13:06:03.454444
65,Client in case,2019-09-18 13:06:03.469300
65,Cred story in check,2019-09-19 13:06:03.469300
65,Client accepted by story,2019-09-20 13:06:03.469300
65,Underraiter check,2019-09-21 13:06:03.469300
65,Client accepted by underwriter,2019-09-21 13:06:03.469300
65,Client accepted,2019-09-22 13:06:03.469300
65,Answer done,2019-09-23 13:06:03.469300
66,Client in case,2019-09-18 13:06:03.486071
66,Cred story in check,2019-09-19 13:06:03.486071
66,Client accepted by story,2019-09-20 13:06:03.486071
66,Underraiter check,2019-09-21 13:06:03.486071
66,Client accepted by underwriter,2019-09-21 13:06:03.486071
66,Client accepted,2019-09-22 13:06:03.486071
66,Answer done,2019-09-23 13:06:03.486071
67,Client in case,2019-09-18 13:06:03.502275
67,Cred story in check,2019-09-19 13:06:03.502275
67,Client accepted by story,2019-09-20 13:06:03.502275
67,Underraiter check,2019-09-21 13:06:03.502275
67,Client accepted by underwriter,2019-09-21 13:06:03.502275
67,Client accepted,2019-09-22 13:06:03.502275
67,Answer done,2019-09-23 13:06:03.502275
68,Client in case,2019-09-18 13:06:03.518508
68,Cred story in check,2019-09-19 13:06:03.518508
68,Client accepted by story,2019-09-20 13:06:03.518508
68,Underraiter check,2019-09-21 13:06:03.518508
68,Client accepted by underwriter,2019-09-21 13:06:03.518508
68,Client accepted,2019-09-22 13:06:03.518508
68,Answer done,2019-09-23 13:06:03.518508
69,Client in case,2019-09-18 13:06:03.534799
69,Cred story in check,2019-09-19 13:06:03.534799
69,Client accepted by story,2019-09-20 13:06:03.534799
69,Underraiter check,2019-09-21 13:06:03.534799
69,Client accepted by underwriter,2019-09-21 13:06:03.534799
69,Client accepted,2019-09-22 13:06:03.534799
69,Answer done,2019-09-23 13:06:03.534799
70,Client in case,2019-09-18 13:06:03.551469
70,Cred story in check,2019-09-19 13:06:03.551469
70,Client accepted by story,2019-09-20 13:06:03.551469
70,Underraiter check,2019-09-21 13:06:03.551469
70,Client rejected by underwriter,2019-09-21 13:06:03.551469
70,Client rejected,2019-09-22 13:06:03.551469
70,Answer done,2019-09-23 13:06:03.551469
71,Client in case,2019-09-18 13:06:03.567882
71,Cred story in check,2019-09-19 13:06:03.567882
71,Client accepted by story,2019-09-20 13:06:03.567882
71,Underraiter check,2019-09-21 13:06:03.567882
71,Client accepted by underwriter,2019-09-21 13:06:03.567882
71,Client accepted,2019-09-22 13:06:03.567882
71,Something wrong on stage ANSWER,2019-09-22 13:06:03.567882
71,Answer done,2019-09-23 13:06:03.567882
72,Client in case,2019-09-18 13:06:03.586662
72,Cred story in check,2019-09-19 13:06:03.586662
72,Client accepted by story,2019-09-20 13:06:03.586662
72,Underraiter check,2019-09-21 13:06:03.586662
72,Client accepted by underwriter,2019-09-21 13:06:03.586662
72,Client accepted,2019-09-22 13:06:03.586662
72,Answer done,2019-09-23 13:06:03.586662
73,Client in case,2019-09-18 13:06:03.603120
73,Cred story in check,2019-09-19 13:06:03.603120
73,Client accepted by story,2019-09-20 13:06:03.603120
73,Underraiter check,2019-09-21 13:06:03.603120
73,Client accepted by underwriter,2019-09-21 13:06:03.603120
73,Client accepted,2019-09-22 13:06:03.603120
73,Answer done,2019-09-23 13:06:03.603120
74,Client in case,2019-09-18 13:06:03.619984
74,Cred story in check,2019-09-19 13:06:03.619984
74,Client accepted by story,2019-09-20 13:06:03.619984
74,Underraiter check,2019-09-21 13:06:03.619984
74,Client accepted by underwriter,2019-09-21 13:06:03.619984
74,Client accepted,2019-09-22 13:06:03.619984
74,Answer done,2019-09-23 13:06:03.619984
75,Client in case,2019-09-18 13:06:03.636563
75,Cred story in check,2019-09-19 13:06:03.636563
75,Client accepted by story,2019-09-20 13:06:03.636563
75,Underraiter check,2019-09-21 13:06:03.636563
75,Client accepted by underwriter,2019-09-21 13:06:03.636563
75,Client accepted,2019-09-22 13:06:03.636563
75,Answer done,2019-09-23 13:06:03.636563
76,Client in case,2019-09-18 13:06:03.655706
76,Cred story in check,2019-09-19 13:06:03.655706
76,Client accepted by story,2019-09-20 13:06:03.655706
76,Underraiter check,2019-09-21 13:06:03.655706
76,Client accepted by underwriter,2019-09-21 13:06:03.655706
76,Client accepted,2019-09-22 13:06:03.655706
76,Answer done,2019-09-23 13:06:03.655706
77,Client in case,2019-09-18 13:06:03.672339
77,Cred story in check,2019-09-19 13:06:03.672339
77,Client accepted by story,2019-09-20 13:06:03.672339
77,Underraiter check,2019-09-21 13:06:03.672339
77,Client rejected by underwriter,2019-09-21 13:06:03.672339
77,Client rejected,2019-09-22 13:06:03.672339
77,Answer done,2019-09-23 13:06:03.672339
78,Client in case,2019-09-18 13:06:03.688896
78,Cred story in check,2019-09-19 13:06:03.688896
78,Client rejected by story,2019-09-20 13:06:03.688896
78,Client rejected,2019-09-22 13:06:03.688896
78,Answer done,2019-09-23 13:06:03.688896
79,Client in case,2019-09-18 13:06:03.700471
79,Cred story in check,2019-09-19 13:06:03.700471
79,Client accepted by story,2019-09-20 13:06:03.700471
79,Underraiter check,2019-09-21 13:06:03.700471
79,Client accepted by underwriter,2019-09-21 13:06:03.700471
79,Client accepted,2019-09-22 13:06:03.700471
79,Answer done,2019-09-23 13:06:03.700471
80,Client in case,2019-09-18 13:06:03.717476
80,Cred story in check,2019-09-19 13:06:03.717476
80,Client rejected by story,2019-09-20 13:06:03.717476
80,Client rejected,2019-09-22 13:06:03.717476
80,Answer done,2019-09-23 13:06:03.717476
81,Client in case,2019-09-18 13:06:03.729657
81,Cred story in check,2019-09-19 13:06:03.729657
81,Client accepted by story,2019-09-20 13:06:03.729657
81,Underraiter check,2019-09-21 13:06:03.729657
81,Client rejected by underwriter,2019-09-21 13:06:03.729657
81,Client rejected,2019-09-22 13:06:03.729657
81,Answer done,2019-09-23 13:06:03.729657
